City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Conditions
170,Qaanaaq,GL,77.484,-69.3632,-6.7,76,79,5.64,broken clouds
171,Imbituba,BR,-28.24,-48.6703,75.2,94,40,1.14,scattered clouds
172,Kuruman,ZA,-27.4524,23.4325,66.99,83,35,11.97,scattered clouds
173,Alofi,NU,-19.0595,-169.9187,77.0,94,100,5.75,light rain
174,Doha,QA,25.2867,51.5333,66.99,68,0,8.05,clear sky
175,Bakhmach,UA,51.1808,32.7569,17.55,96,54,11.23,broken clouds
176,Quatre Cocos,MU,-20.2078,57.7625,86.0,70,40,14.97,light rain
177,Upernavik,GL,72.7868,-56.1549,-4.86,90,100,7.14,overcast clouds
178,Grand Forks,US,47.9417,-97.4337,21.2,100,90,13.8,light snow
179,Leninsk-Kuznetskiy,RU,54.6567,86.1737,-5.8,84,0,6.71,clear sky
180,Teeli,RU,51.0333,90.2333,8.73,87,0,2.06,clear sky
181,Kahului,US,20.8947,-156.47,73.4,68,40,10.36,scattered clouds
182,Mananjary,MG,-21.2167,48.3333,82.74,76,39,2.62,light rain
183,Hilo,US,19.7297,-155.09,69.8,78,1,5.75,clear sky
184,Alta Floresta,BR,-9.8756,-56.0861,71.58,95,96,2.24,overcast clouds
185,Tessaoua,NE,13.7574,7.9874,64.71,23,47,8.43,scattered clouds
186,Kaeo,NZ,-35.1,173.7833,73.0,65,3,7.0,clear sky
187,Khatanga,RU,71.9667,102.5,-31.68,83,0,10.25,clear sky
188,Esperance,AU,-33.8667,121.9,84.2,32,0,10.36,clear sky
189,Riyadh,SA,24.6877,46.7219,57.2,47,0,5.03,clear sky
190,Sanming,CN,26.2486,117.6186,73.42,47,9,4.16,clear sky
191,Mulchen,CL,-37.7167,-72.2333,55.98,83,39,4.23,scattered clouds
192,San Patricio,US,28.017,-97.5169,50.0,71,1,3.44,clear sky
193,Faya,SA,18.3851,42.4509,59.0,71,0,0.56,clear sky
194,Yarmouth,US,41.7057,-70.2286,42.8,87,90,21.85,light rain
195,Kubuta,SZ,-26.8833,31.4833,68.0,88,100,4.61,light rain
196,Moundou,TD,8.5667,16.0833,67.33,25,0,1.9,clear sky
197,Paranagua,BR,-25.52,-48.5092,69.8,100,75,4.61,broken clouds
198,Necochea,AR,-38.5473,-58.7368,61.29,80,99,5.44,overcast clouds
199,Kostolac,RS,44.7149,21.1711,36.0,100,90,4.61,fog
200,Qasigiannguit,GL,68.8193,-51.1922,3.2,85,90,19.57,snow
201,San Vicente,AR,-26.6167,-54.1333,67.48,100,15,2.37,light rain
202,Tura,IN,25.5198,90.2201,74.12,34,0,2.8,clear sky
203,Sabha,LY,27.0377,14.4283,50.45,50,1,8.03,clear sky
204,Port Alfred,ZA,-33.5906,26.891,69.01,69,58,3.0,broken clouds
205,Tateyama,JP,34.9833,139.8667,60.8,59,40,18.41,scattered clouds
206,Kuvandyk,RU,51.4781,57.3552,30.74,98,100,6.73,overcast clouds
207,Mabaruma,GY,8.2,-59.7833,70.18,95,88,3.2,overcast clouds
208,College,US,64.8569,-147.8028,-13.0,69,1,6.91,clear sky
209,Sindgi,IN,16.9167,76.2333,78.93,39,0,11.52,clear sky
210,Port Moresby,PG,-9.4431,147.1797,84.2,70,90,19.57,overcast clouds
211,Bella Union,UY,-30.2752,-57.6007,72.27,73,34,4.5,scattered clouds
212,Arica,CL,-18.475,-70.3042,69.8,64,90,1.83,overcast clouds
213,Srednekolymsk,RU,67.45,153.6833,-11.87,89,100,15.55,light snow
214,Barreirinha,BR,-2.7933,-57.07,74.82,95,91,3.13,overcast clouds
215,San Cristobal,VE,7.7669,-72.225,66.33,76,83,2.42,broken clouds
216,Alice Springs,AU,-23.7,133.8833,95.0,21,0,12.66,clear sky
217,Poum,NC,-20.2333,164.0167,75.09,89,100,37.42,overcast clouds
218,Ilulissat,GL,69.2167,-51.1,3.2,85,90,19.57,snow
219,Waingapu,ID,-9.6567,120.2641,86.07,70,89,14.7,overcast clouds
220,Baykit,RU,61.67,96.37,-11.56,84,100,2.15,overcast clouds
221,Bara,NG,10.3744,10.7288,63.59,27,0,3.83,clear sky
222,Mahebourg,MU,-20.4081,57.7,86.0,70,40,14.97,scattered clouds
223,Baghdad,IQ,33.3406,44.4009,46.4,66,0,3.44,clear sky
